"","ID","Bin","MWR","Vessel","Landing","Date","CommonName","SciName","Loc","Zone","Lat_DM","lat_dec","Long_DM","lon_dec","Depth_ft","Depth_m","FL","TL","WetWt","WtCalc","WC_males","WC_fem","Notes"
"876",1092,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,432,832,832,822,834,""
"877",1093,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.5960",33.9932667,"119°00.9011",-119.01502,288,87.8,0,496,1276,1276,1254,1242,""
"878",1094,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.5960",33.9932667,"119°00.9011",-119.01502,288,87.8,0,458,997,997,983,987,""
"879",1095,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,530,1567,1566,1536,1504,""
"880",1096,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,513,1417,1416,1390,1369,""
"881",1097,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.5960",33.9932667,"119°00.9011",-119.01502,288,87.8,0,427,803,803,793,807,""
"882",1098,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,430,821,820,810,823,""
"883",1099,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.5960",33.9932667,"119°00.9011",-119.01502,288,87.8,0,487,1206,1205,1186,1178,""
"884",1100,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,425,791,791,782,796,""
"885",1101,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,437,863,862,851,862,""
"886",1102,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,510,1391,1390,1366,1346,""
"887",1103,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,348,426,426,424,448,""
"888",1104,16,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,390,607,606,601,621,""
"889",1105,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.5960",33.9932667,"119°00.9011",-119.01502,288,87.8,0,422,774,774,765,780,""
"890",1106,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,379,555,555,550,572,""
"891",1107,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,420,763,763,754,769,""
"892",1108,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,390,607,606,601,621,""
"893",1109,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.4897",33.991495,"119°02.6693",-119.04449,372,113.4,0,355,453,453,451,474,""
"894",1110,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,394,626,626,620,640,""
"895",1111,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,370,515,515,511,534,""
"896",1112,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,368,507,507,503,526,""
"897",1113,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,398,646,646,639,659,""
"898",1114,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,401,661,661,654,673,""
"899",1115,29,"","Island Fox","Channel islands Sportfishing","11/6/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,433,838,838,828,840,""
"900",1116,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,415,1159,1159,0,0,""
"901",1117,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,453,1497,1497,0,0,""
"902",1118,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,467,1636,1636,0,0,""
"903",1119,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.4897",33.991495,"119°02.6693",-119.04449,372,113.4,0,432,1303,1303,0,0,""
"904",1120,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,395,1003,1003,0,0,""
"905",1121,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,360,765,765,0,0,""
"906",1122,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.6833",33.9947217,"119°03.2007",-119.05335,312,95.1,0,397,1018,1018,0,0,""
"907",1123,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.5960",33.9932667,"119°00.9011",-119.01502,288,87.8,0,470,1667,1667,0,0,""
"908",1124,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.4897",33.991495,"119°02.6693",-119.04449,372,113.4,0,381,903,903,0,0,""
"909",1125,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,426,1251,1251,0,0,""
"910",1126,28,"","Island Fox","Channel islands Sportfishing","11/6/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Short Banks","33°59.4423",33.990705,"119°01.3281",-119.02214,294,89.6,0,410,1118,1118,0,0,""
"911",1127,26,"","Island Fox","Channel islands Sportfishing","11/6/22","Olive Rockfish","sebastes serranoides","Ventura/channel islands","County Line","34°01.7541",34.029235,"118°58.9910",-118.98318,174,53,0,373,848,0,0,0,""
"912",1128,4,"","Southern Cal","Oceanside Sea Center","11/23/22","Copper Rockfish","Sebastes caurinus","Oceanside","Carlsbad Canyon","33°05.8577",33.0976283,"117°21.5749",-117.35958,264,80.5,0,310,560,545,0,0,""
"913",1129,19,"","Southern Cal","Oceanside Sea Center","11/23/22","Ocean Whitefish","Caulolatilus princeps","Oceanside","Devil's Rock","33°02.9435",33.0490583,"117°21.0712",-117.35119,282,86,0,372,530,575,0,0,""
"914",1130,20,"","Southern Cal","Oceanside Sea Center","11/23/22","California Scorpianfish","Scorpaena guttata","Oceanside","Devil's Rock","33°02.9435",33.0490583,"117°21.0712",-117.35119,282,86,0,275,330,0,433,422,""
"915",1132,19,"","Southern Cal","Oceanside Sea Center","11/23/22","Ocean Whitefish","Caulolatilus princeps","Oceanside","Devil's Rock","33°02.9435",33.0490583,"117°21.0712",-117.35119,282,86,0,336,420,415,0,0,""
"916",1133,29,"","Southern Cal","Oceanside Sea Center","11/23/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devil's Rock","33°02.9435",33.0490583,"117°21.0712",-117.35119,282,86,0,371,460,519,516,538,""
"917",1134,25,"","Daily Double","Point Loma Sportfishing","12/4/22","Barred Sand Bass","Paralabrax nebulifer","San Diego","The Dropoff","32°38.6435",32.6440583,"117°14.3150",-117.23858,46,14,0,440,1070,1158,NA,NA,""
"918",1135,25,"","Daily Double","Point Loma Sportfishing","12/4/22","Barred Sand Bass","Paralabrax nebulifer","San Diego","The Dropoff","32°38.6435",32.6440583,"117°14.3150",-117.23858,46,14,0,402,820,874,NA,NA,""
"919",1136,25,"","Daily Double","Point Loma Sportfishing","12/4/22","Barred Sand Bass","Paralabrax nebulifer","San Diego","The Dropoff","32°38.6435",32.6440583,"117°14.3150",-117.23858,46,14,0,410,770,930,NA,NA,""
"920",1137,19,"","Daily Double","Point Loma Sportfishing","12/4/22","Ocean Whitefish","Caulolatilus princeps","San Diego","The Dropoff","32°38.6435",32.6440583,"117°14.3150",-117.23858,46,14,0,455,1080,1101,NA,NA,""
"921",1138,25,"","Daily Double","Point Loma Sportfishing","12/4/22","Barred Sand Bass","Paralabrax nebulifer","San Diego","The Dropoff","32°38.6435",32.6440583,"117°14.3150",-117.23858,46,14,0,363,520,636,NA,NA,""
"922",1139,25,"","Daily Double","Point Loma Sportfishing","12/4/22","Barred Sand Bass","Paralabrax nebulifer","San Diego","Buoy 3 Hardbottom","32°38.2083",32.636805,"117°14.3866",-117.23978,63,19.2,0,508,1640,1812,NA,NA,""
"923",1140,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4930",32.6748833,"117°16.3526",-117.27254,126,38.4,0,220,170,181,NA,NA,""
"924",1141,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4930",32.6748833,"117°16.3526",-117.27254,126,38.4,0,168,90,82,NA,NA,""
"925",1142,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4930",32.6748833,"117°16.3526",-117.27254,126,38.4,0,219,200,179,NA,NA,""
"926",1143,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4951",32.6749183,"117°16.3446",-117.27241,120,36.6,0,216,190,172,NA,NA,""
"927",1144,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4951",32.6749183,"117°16.3446",-117.27241,120,36.6,0,192,160,122,NA,NA,""
"928",1146,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,240,250,234,NA,NA,""
"929",1147,4,"","Daily Double","Point Loma Sportfishing","12/4/22","Copper Rockfish","Sebastes caurinus","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,232,230,227,NA,NA,""
"930",1148,4,"","Daily Double","Point Loma Sportfishing","12/4/22","Copper Rockfish","Sebastes caurinus","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,240,280,252,NA,NA,""
"931",1149,4,"","Daily Double","Point Loma Sportfishing","12/4/22","Copper Rockfish","Sebastes caurinus","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,231,230,224,NA,NA,""
"932",1150,28,"","Daily Double","Point Loma Sportfishing","12/4/22","Vermillion Rockfish","Sebastes miniatus","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,205,160,147,NA,NA,""
"933",1151,19,"","Daily Double","Point Loma Sportfishing","12/4/22","Ocean Whitefish","Caulolatilus princeps","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,339,430,427,NA,NA,""
"934",1152,4,"","Daily Double","Point Loma Sportfishing","12/4/22","Copper Rockfish","Sebastes carnatus","San Diego","The Dropoff","32°38.8017",32.646695,"117°15.6715",-117.26119,93,28.3,0,280,390,401,NA,NA,""
"935",1153,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","Green Tank","32°42.2877",32.704795,"117°16.6952",-117.27825,99,30.2,0,363,0,532,NA,NA,"onboard weights were not taken this trip/numbering goes out of order from 1128-1208"
"936",1154,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","5 Tanks","32°40.4377",32.6739617,"117°16.1685",-117.26948,102,31.1,0,310,0,320,NA,NA,""
"937",1155,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","5 Tanks","32°40.4377",32.6739617,"117°16.1685",-117.26948,102,31.1,0,308,0,313,NA,NA,""
"938",1156,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","5 Tanks","32°40.4377",32.6739617,"117°16.1685",-117.26948,102,31.1,0,257,0,175,NA,NA,""
"939",1157,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,320,0,542,NA,NA,""
"940",1158,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.3337",32.6722283,"117°17.1285",-117.28548,204,62.2,0,262,0,302,NA,NA,""
"941",1159,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.3337",32.6722283,"117°17.1285",-117.28548,204,62.2,0,221,0,184,NA,NA,""
"942",1160,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.3337",32.6722283,"117°17.1285",-117.28548,204,62.2,0,213,0,165,NA,NA,""
"943",1161,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,278,0,359,NA,NA,""
"944",1163,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.2446",32.6707433,"117°17.7397",-117.29566,234,71.3,0,210,0,158,NA,NA,""
"945",1164,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,233,0,214,NA,NA,""
"946",1165,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.3337",32.6722283,"117°17.1285",-117.28548,204,62.2,0,272,0,337,NA,NA,""
"947",1166,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.3337",32.6722283,"117°17.1285",-117.28548,204,62.2,0,298,0,440,NA,NA,""
"948",1167,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.3337",32.6722283,"117°17.1285",-117.28548,204,62.2,0,214,0,167,NA,NA,""
"949",1168,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","5 Tanks","32°40.4377",32.6739617,"117°16.1685",-117.26948,204,62.2,0,335,0,620,NA,NA,""
"950",1169,4,"","Sea Watch","Seaforth Sportfishing","12/3/22","Copper Rockfish","Sebastes caurinus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,300,0,494,NA,NA,""
"951",1170,4,"","Sea Watch","Seaforth Sportfishing","12/3/22","Copper Rockfish","Sebastes caurinus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,233,0,230,NA,NA,""
"952",1171,30,"","Sea Watch","Seaforth Sportfishing","12/3/22","Gopher Rockfish","Sebastes carnatus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,248,0,247,NA,NA,""
"953",1172,30,"","Sea Watch","Seaforth Sportfishing","12/3/22","Gopher Rockfish","Sebastes carnatus","San Diego","Green Tank","32°42.2877",32.704795,"117°16.6952",-117.27825,99,30.2,0,210,0,151,NA,NA,""
"954",1173,30,"","Sea Watch","Seaforth Sportfishing","12/3/22","Gopher Rockfish","Sebastes carnatus","San Diego","5 Tanks","32°40.4785",32.6746417,"117°16.1405",-117.26901,90,27.4,0,256,0,271,NA,NA,""
"955",1174,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,640,0,3302,NA,NA,""
"956",1175,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,444,0,1017,NA,NA,""
"957",1176,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,0,0,0,NA,NA,"missing length measurment"
"958",1177,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,340,0,431,NA,NA,""
"959",1178,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.2699",32.8544983,"117°19.2777",-117.3213,192,58.5,0,378,0,606,NA,NA,""
"960",1179,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,357,0,504,NA,NA,""
"961",1180,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.2699",32.8544983,"117°19.2777",-117.3213,192,58.5,0,340,0,431,NA,NA,""
"962",1181,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°50.1525",32.835875,"117°18.4129",-117.30688,99,30.2,0,373,0,580,NA,NA,""
"963",1182,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,307,0,310,NA,NA,""
"964",1183,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,302,0,294,NA,NA,""
"965",1184,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,271,0,208,NA,NA,""
"966",1185,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.2699",32.8544983,"117°19.2777",-117.3213,192,58.5,0,346,0,456,NA,NA,""
"967",1186,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,338,0,423,NA,NA,""
"968",1187,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.2699",32.8544983,"117°19.2777",-117.3213,192,58.5,0,362,0,527,NA,NA,""
"969",1188,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,315,0,337,NA,NA,""
"970",1189,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.2699",32.8544983,"117°19.2777",-117.3213,192,58.5,0,350,0,473,NA,NA,""
"971",1190,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,339,0,427,NA,NA,""
"972",1191,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,334,0,407,NA,NA,""
"973",1192,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,320,0,354,NA,NA,""
"974",1193,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,324,0,369,NA,NA,""
"975",1194,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,328,0,384,NA,NA,""
"976",1195,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,305,0,304,NA,NA,""
"977",1196,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,304,0,300,NA,NA,""
"978",1197,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,335,0,411,NA,NA,""
"979",1198,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,334,0,407,NA,NA,""
"980",1199,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,320,0,354,NA,NA,""
"981",1200,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,297,0,279,NA,NA,""
"982",1201,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,310,0,320,NA,NA,""
"983",1202,19,"","Sea Watch","Seaforth Sportfishing","12/3/22","Ocean Whitefish","Caulolatilus princeps","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,315,0,337,NA,NA,""
"984",1203,4,"","Sea Watch","Seaforth Sportfishing","12/3/22","Copper Rockfish","Sebastes caurinus","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,313,0,561,NA,NA,""
"985",1204,26,"","Sea Watch","Seaforth Sportfishing","12/3/22","Olive Rockfish","sebastes serranoides","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,308,0,0,NA,NA,""
"986",1205,26,"","Sea Watch","Seaforth Sportfishing","12/3/22","Olive Rockfish","sebastes serranoides","San Diego","NW corrner LJ","32°51.4533",32.857555,"117°18.5796",-117.30966,162,49.4,0,285,0,0,NA,NA,""
"987",1206,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","NW corrner LJ","32°51.2699",32.8544983,"117°19.2777",-117.3213,192,58.5,0,468,0,1647,NA,NA,""
"988",1207,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,370,0,829,NA,NA,""
"989",1208,28,"","Sea Watch","Seaforth Sportfishing","12/3/22","Vermillion Rockfish","Sebastes miniatus","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,457,0,1536,NA,NA,""
"990",1209,28,"","Sea Watch","Seaforth Sportfishing","12/6/22","Vermillion Rockfish","Sebastes miniatus","San Diego","LJ Canyon","32°52.4170",32.8736167,"117°17.2010",-117.28668,396,120.7,0,208,0,154,NA,NA,"onboard weights were not taken this trip"
"991",1210,28,"","Sea Watch","Seaforth Sportfishing","12/6/22","Vermillion Rockfish","Sebastes miniatus","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,227,0,199,NA,NA,""
"992",1211,28,"","Sea Watch","Seaforth Sportfishing","12/6/22","Vermillion Rockfish","Sebastes miniatus","San Diego","NW corrner LJ","32°51.4375",32.8572917,"117°18.6821",-117.31137,168,51.2,0,263,0,305,NA,NA,""
